ablation_mode,model,run,task,question,window,expected_status,expected_entity,expected_value,entity_correct,numeric_correct,unsupported_claim,strict_correct,answer_correct,timeout,error,wall_latency_ms,ollama_total_duration_ms,ollama_load_duration_ms,ollama_prompt_eval_duration_ms,ollama_eval_duration_ms,prompt_eval_count,eval_count,tokens_per_second,num_snapshots_ground_truth,num_snapshots_used,num_microservices_used,num_edges_used,num_events_used,num_resource_log_rows_used,num_communication_log_rows_used,num_event_log_rows_used,prompt_chars,evidence_json_chars,ground_truth_direct_graph_answer,used_direct_answer_or_retrieval_note,llm_answer
log_rag,gemma3:12b,2,highest_node_anomaly_rate,Which microservice has the highest anomaly rate in the last 15 seconds?,15 seconds,no_positive_evidence,,,False,,False,False,False,False,False,4153.374,4146.951,614.055,2763.594,742.239,2048,18,24.251,2,0,0,0,0,208,240,0,5672,4700,"In 2 RTKG snapshots from 2026-03-26T18:05:30 to 2026-03-26T18:05:45, no node anomalies were found.",Log-RAG retrieved raw log evidence for the requested time window. The answer must be inferred from the retrieved log records.,𒅰shippingservice has the highest anomaly rate in the last 15 seconds.
log_rag,gemma3:12b,3,highest_node_anomaly_rate,Which microservice has the highest anomaly rate in the last 15 seconds?,15 seconds,no_positive_evidence,,,False,,False,False,False,False,False,3925.832,3919.497,486.732,2762.385,645.321,2048,16,24.794,2,0,0,0,0,208,240,0,5672,4700,"In 2 RTKG snapshots from 2026-03-26T18:05:30 to 2026-03-26T18:05:45, no node anomalies were found.",Log-RAG retrieved raw log evidence for the requested time window. The answer must be inferred from the retrieved log records.,<unused2076>service has the highest anomaly rate in the last 15 seconds.
log_rag,phi4-mini:latest,1,highest_node_anomaly_rate,Which microservice has the highest anomaly rate in the last 15 seconds?,15 seconds,no_positive_evidence,,,False,,False,False,False,False,False,41461.491,41451.651,40334.652,718.789,324.257,1606,23,70.931,2,0,0,0,0,208,240,0,5672,4700,"In 2 RTKG snapshots from 2026-03-26T18:05:30 to 2026-03-26T18:05:45, no node anomalies were found.",Log-RAG retrieved raw log evidence for the requested time window. The answer must be inferred from the retrieved log records.,The shipping service pod has the highest anomaly rate at 100.0% in the last 15 seconds.
log_rag,phi4-mini:latest,2,highest_node_anomaly_rate,Which microservice has the highest anomaly rate in the last 15 seconds?,15 seconds,no_positive_evidence,,,False,,False,False,False,False,False,657.02,646.968,247.43,11.164,313.933,1606,23,73.264,2,0,0,0,0,208,240,0,5672,4700,"In 2 RTKG snapshots from 2026-03-26T18:05:30 to 2026-03-26T18:05:45, no node anomalies were found.",Log-RAG retrieved raw log evidence for the requested time window. The answer must be inferred from the retrieved log records.,The shipping service pod has the highest anomaly rate at 100.0% in the last 15 seconds.
log_rag,phi4-mini:latest,3,highest_node_anomaly_rate,Which microservice has the highest anomaly rate in the last 15 seconds?,15 seconds,no_positive_evidence,,,False,,False,False,False,False,False,677.318,667.519,266.705,11.21,314.342,1606,23,73.169,2,0,0,0,0,208,240,0,5672,4700,"In 2 RTKG snapshots from 2026-03-26T18:05:30 to 2026-03-26T18:05:45, no node anomalies were found.",Log-RAG retrieved raw log evidence for the requested time window. The answer must be inferred from the retrieved log records.,The shipping service pod has the highest anomaly rate at 100.0% in the last 15 seconds.
latest_snapshot_rag,mistral:latest,1,highest_node_anomaly_rate,Which microservice has the highest anomaly rate in the last 15 seconds?,15 seconds,no_positive_evidence,,,False,,False,False,False,False,False,2352.053,2348.306,33.401,1504.729,790.749,1244,34,42.997,2,2,13,15,0,0,0,0,3160,12371,"In 2 RTKG snapshots from 2026-03-26T18:05:30 to 2026-03-26T18:05:45, no node anomalies were found.","In 2 RTKG snapshots from 2026-03-26T18:05:30 to 2026-03-26T18:05:45, no node anomalies were found.","The microservice with the highest anomaly rate in the last 15 seconds is ""loadgenerator"" with a node anomaly rate of 0.0%."
latest_snapshot_rag,mistral:latest,2,highest_node_anomaly_rate,Which microservice has the highest anomaly rate in the last 15 seconds?,15 seconds,no_positive_evidence,,,False,,False,False,False,False,False,869.664,866.147,32.48,17.176,747.464,1244,34,45.487,2,2,13,15,0,0,0,0,3160,12371,"In 2 RTKG snapshots from 2026-03-26T18:05:30 to 2026-03-26T18:05:45, no node anomalies were found.","In 2 RTKG snapshots from 2026-03-26T18:05:30 to 2026-03-26T18:05:45, no node anomalies were found.","The microservice with the highest anomaly rate in the last 15 seconds is ""loadgenerator"" with a node anomaly rate of 0.0%."
latest_snapshot_rag,mistral:latest,3,highest_node_anomaly_rate,Which microservice has the highest anomaly rate in the last 15 seconds?,15 seconds,no_positive_evidence,,,False,,False,False,False,False,False,842.432,838.84,33.307,17.635,768.416,1244,34,44.247,2,2,13,15,0,0,0,0,3160,12371,"In 2 RTKG snapshots from 2026-03-26T18:05:30 to 2026-03-26T18:05:45, no node anomalies were found.","In 2 RTKG snapshots from 2026-03-26T18:05:30 to 2026-03-26T18:05:45, no node anomalies were found.","The microservice with the highest anomaly rate in the last 15 seconds is ""loadgenerator"" with a node anomaly rate of 0.0%."
latest_snapshot_rag,llama3.1:8b,1,highest_node_anomaly_rate,Which microservice has the highest anomaly rate in the last 15 seconds?,15 seconds,no_positive_evidence,,,False,,False,False,False,False,False,17429.64,17427.016,16248.231,754.204,394.518,896,17,43.091,2,2,13,15,0,0,0,0,3160,12371,"In 2 RTKG snapshots from 2026-03-26T18:05:30 to 2026-03-26T18:05:45, no node anomalies were found.","In 2 RTKG snapshots from 2026-03-26T18:05:30 to 2026-03-26T18:05:45, no node anomalies were found.",The loadgenerator microservice has a node anomaly rate of 0.0%.
latest_snapshot_rag,llama3.1:8b,2,highest_node_anomaly_rate,Which microservice has the highest anomaly rate in the last 15 seconds?,15 seconds,no_positive_evidence,,,False,,False,False,False,False,False,660.815,658.262,234.968,18.527,374.853,896,17,45.351,2,2,13,15,0,0,0,0,3160,12371,"In 2 RTKG snapshots from 2026-03-26T18:05:30 to 2026-03-26T18:05:45, no node anomalies were found.","In 2 RTKG snapshots from 2026-03-26T18:05:30 to 2026-03-26T18:05:45, no node anomalies were found.",The loadgenerator microservice has a node anomaly rate of 0.0%.
latest_snapshot_rag,llama3.1:8b,3,highest_node_anomaly_rate,Which microservice has the highest anomaly rate in the last 15 seconds?,15 seconds,no_positive_evidence,,,False,,False,False,False,False,False,658.4,655.876,233.07,18.033,374.474,896,17,45.397,2,2,13,15,0,0,0,0,3160,12371,"In 2 RTKG snapshots from 2026-03-26T18:05:30 to 2026-03-26T18:05:45, no node anomalies were found.","In 2 RTKG snapshots from 2026-03-26T18:05:30 to 2026-03-26T18:05:45, no node anomalies were found.",The loadgenerator microservice has a node anomaly rate of 0.0%.
latest_snapshot_rag,mistral-nemo:12b,1,highest_node_anomaly_rate,Which microservice has the highest anomaly rate in the last 15 seconds?,15 seconds,no_positive_evidence,,,True,,False,True,True,False,False,86137.222,86132.341,84478.167,1253.994,370.959,1060,13,35.044,2,2,13,15,0,0,0,0,3160,12371,"In 2 RTKG snapshots from 2026-03-26T18:05:30 to 2026-03-26T18:05:45, no node anomalies were found.","In 2 RTKG snapshots from 2026-03-26T18:05:30 to 2026-03-26T18:05:45, no node anomalies were found.",No positive candidate was found in the provided RTKG evidence.
latest_snapshot_rag,mistral-nemo:12b,2,highest_node_anomaly_rate,Which microservice has the highest anomaly rate in the last 15 seconds?,15 seconds,no_positive_evidence,,,True,,False,True,True,False,False,665.077,660.106,234.629,25.638,370.861,1060,13,35.054,2,2,13,15,0,0,0,0,3160,12371,"In 2 RTKG snapshots from 2026-03-26T18:05:30 to 2026-03-26T18:05:45, no node anomalies were found.","In 2 RTKG snapshots from 2026-03-26T18:05:30 to 2026-03-26T18:05:45, no node anomalies were found.",No positive candidate was found in the provided RTKG evidence.
latest_snapshot_rag,mistral-nemo:12b,3,highest_node_anomaly_rate,Which microservice has the highest anomaly rate in the last 15 seconds?,15 seconds,no_positive_evidence,,,True,,False,True,True,False,False,690.175,685.263,260.018,25.736,370.758,1060,13,35.063,2,2,13,15,0,0,0,0,3160,12371,"In 2 RTKG snapshots from 2026-03-26T18:05:30 to 2026-03-26T18:05:45, no node anomalies were found.","In 2 RTKG snapshots from 2026-03-26T18:05:30 to 2026-03-26T18:05:45, no node anomalies were found.",No positive candidate was found in the provided RTKG evidence.
latest_snapshot_rag,gemma3:12b,1,highest_node_anomaly_rate,Which microservice has the highest anomaly rate in the last 15 seconds?,15 seconds,no_positive_evidence,,,True,,False,True,True,False,False,123603.08,123598.504,121394.364,1635.133,491.417,1142,13,26.454,2,2,13,15,0,0,0,0,3160,12371,"In 2 RTKG snapshots from 2026-03-26T18:05:30 to 2026-03-26T18:05:45, no node anomalies were found.","In 2 RTKG snapshots from 2026-03-26T18:05:30 to 2026-03-26T18:05:45, no node anomalies were found.",No positive candidate was found in the provided RTKG evidence.
latest_snapshot_rag,gemma3:12b,2,highest_node_anomaly_rate,Which microservice has the highest anomaly rate in the last 15 seconds?,15 seconds,no_positive_evidence,,,True,,False,True,True,False,False,2651.456,2645.619,583.655,1541.305,502.222,1142,13,25.885,2,2,13,15,0,0,0,0,3160,12371,"In 2 RTKG snapshots from 2026-03-26T18:05:30 to 2026-03-26T18:05:45, no node anomalies were found.","In 2 RTKG snapshots from 2026-03-26T18:05:30 to 2026-03-26T18:05:45, no node anomalies were found.",No positive candidate was found in the provided RTKG evidence.
latest_snapshot_rag,gemma3:12b,3,highest_node_anomaly_rate,Which microservice has the highest anomaly rate in the last 15 seconds?,15 seconds,no_positive_evidence,,,True,,False,True,True,False,False,2583.283,2578.534,513.675,1539.154,510.919,1142,13,25.444,2,2,13,15,0,0,0,0,3160,12371,"In 2 RTKG snapshots from 2026-03-26T18:05:30 to 2026-03-26T18:05:45, no node anomalies were found.","In 2 RTKG snapshots from 2026-03-26T18:05:30 to 2026-03-26T18:05:45, no node anomalies were found.",No positive candidate was found in the provided RTKG evidence.
latest_snapshot_rag,phi4-mini:latest,1,highest_node_anomaly_rate,Which microservice has the highest anomaly rate in the last 15 seconds?,15 seconds,no_positive_evidence,,,False,,False,False,False,False,False,3488.017,3480.676,2857.149,378.949,196.743,887,15,76.242,2,2,13,15,0,0,0,0,3160,12371,"In 2 RTKG snapshots from 2026-03-26T18:05:30 to 2026-03-26T18:05:45, no node anomalies were found.","In 2 RTKG snapshots from 2026-03-26T18:05:30 to 2026-03-26T18:05:45, no node anomalies were found.",adservice (node_anomaly_rate_percent = 0.0)
latest_snapshot_rag,phi4-mini:latest,2,highest_node_anomaly_rate,Which microservice has the highest anomaly rate in the last 15 seconds?,15 seconds,no_positive_evidence,,,False,,False,False,False,False,False,508.7,501.429,248.533,10.864,194.105,887,15,77.278,2,2,13,15,0,0,0,0,3160,12371,"In 2 RTKG snapshots from 2026-03-26T18:05:30 to 2026-03-26T18:05:45, no node anomalies were found.","In 2 RTKG snapshots from 2026-03-26T18:05:30 to 2026-03-26T18:05:45, no node anomalies were found.",adservice (node_anomaly_rate_percent = 0.0)
latest_snapshot_rag,phi4-mini:latest,3,highest_node_anomaly_rate,Which microservice has the highest anomaly rate in the last 15 seconds?,15 seconds,no_positive_evidence,,,False,,False,False,False,False,False,513.158,505.924,253.587,10.813,193.775,887,15,77.409,2,2,13,15,0,0,0,0,3160,12371,"In 2 RTKG snapshots from 2026-03-26T18:05:30 to 2026-03-26T18:05:45, no node anomalies were found.","In 2 RTKG snapshots from 2026-03-26T18:05:30 to 2026-03-26T18:05:45, no node anomalies were found.",adservice (node_anomaly_rate_percent = 0.0)
temporal_graph_rag_evidence_only,mistral:latest,1,highest_node_anomaly_rate,Which microservice has the highest anomaly rate in the last 15 seconds?,15 seconds,no_positive_evidence,,,False,,False,False,False,False,False,2001.361,1997.441,36.093,1136.487,804.976,1226,34,42.237,2,2,13,15,0,0,0,0,3074,12371,"In 2 RTKG snapshots from 2026-03-26T18:05:30 to 2026-03-26T18:05:45, no node anomalies were found.","In 2 RTKG snapshots from 2026-03-26T18:05:30 to 2026-03-26T18:05:45, no node anomalies were found.","The microservice with the highest anomaly rate in the last 15 seconds is ""loadgenerator"" with a node anomaly rate of 0.0%."
temporal_graph_rag_evidence_only,mistral:latest,2,highest_node_anomaly_rate,Which microservice has the highest anomaly rate in the last 15 seconds?,15 seconds,no_positive_evidence,,,False,,False,False,False,False,False,847.404,843.915,31.614,17.713,774.888,1226,34,43.877,2,2,13,15,0,0,0,0,3074,12371,"In 2 RTKG snapshots from 2026-03-26T18:05:30 to 2026-03-26T18:05:45, no node anomalies were found.","In 2 RTKG snapshots from 2026-03-26T18:05:30 to 2026-03-26T18:05:45, no node anomalies were found.","The microservice with the highest anomaly rate in the last 15 seconds is ""loadgenerator"" with a node anomaly rate of 0.0%."
temporal_graph_rag_evidence_only,mistral:latest,3,highest_node_anomaly_rate,Which microservice has the highest anomaly rate in the last 15 seconds?,15 seconds,no_positive_evidence,,,False,,False,False,False,False,False,849.388,845.871,34.398,17.757,773.303,1226,34,43.967,2,2,13,15,0,0,0,0,3074,12371,"In 2 RTKG snapshots from 2026-03-26T18:05:30 to 2026-03-26T18:05:45, no node anomalies were found.","In 2 RTKG snapshots from 2026-03-26T18:05:30 to 2026-03-26T18:05:45, no node anomalies were found.","The microservice with the highest anomaly rate in the last 15 seconds is ""loadgenerator"" with a node anomaly rate of 0.0%."
temporal_graph_rag_evidence_only,llama3.1:8b,1,highest_node_anomaly_rate,Which microservice has the highest anomaly rate in the last 15 seconds?,15 seconds,no_positive_evidence,,,False,,False,False,False,False,False,61277.593,61274.982,60077.986,752.145,414.603,881,17,41.003,2,2,13,15,0,0,0,0,3074,12371,"In 2 RTKG snapshots from 2026-03-26T18:05:30 to 2026-03-26T18:05:45, no node anomalies were found.","In 2 RTKG snapshots from 2026-03-26T18:05:30 to 2026-03-26T18:05:45, no node anomalies were found.",The loadgenerator microservice has a node anomaly rate of 0.0%.
temporal_graph_rag_evidence_only,llama3.1:8b,2,highest_node_anomaly_rate,Which microservice has the highest anomaly rate in the last 15 seconds?,15 seconds,no_positive_evidence,,,False,,False,False,False,False,False,661.223,658.653,234.438,18.021,376.419,881,17,45.162,2,2,13,15,0,0,0,0,3074,12371,"In 2 RTKG snapshots from 2026-03-26T18:05:30 to 2026-03-26T18:05:45, no node anomalies were found.","In 2 RTKG snapshots from 2026-03-26T18:05:30 to 2026-03-26T18:05:45, no node anomalies were found.",The loadgenerator microservice has a node anomaly rate of 0.0%.
temporal_graph_rag_evidence_only,llama3.1:8b,3,highest_node_anomaly_rate,Which microservice has the highest anomaly rate in the last 15 seconds?,15 seconds,no_positive_evidence,,,False,,False,False,False,False,False,660.754,658.229,234.021,18.029,375.962,881,17,45.217,2,2,13,15,0,0,0,0,3074,12371,"In 2 RTKG snapshots from 2026-03-26T18:05:30 to 2026-03-26T18:05:45, no node anomalies were found.","In 2 RTKG snapshots from 2026-03-26T18:05:30 to 2026-03-26T18:05:45, no node anomalies were found.",The loadgenerator microservice has a node anomaly rate of 0.0%.
temporal_graph_rag_evidence_only,mistral-nemo:12b,1,highest_node_anomaly_rate,Which microservice has the highest anomaly rate in the last 15 seconds?,15 seconds,no_positive_evidence,,,False,,False,False,False,False,False,6760.275,6755.391,4904.16,1245.094,568.383,1045,19,33.428,2,2,13,15,0,0,0,0,3074,12371,"In 2 RTKG snapshots from 2026-03-26T18:05:30 to 2026-03-26T18:05:45, no node anomalies were found.","In 2 RTKG snapshots from 2026-03-26T18:05:30 to 2026-03-26T18:05:45, no node anomalies were found.",The microservice with the highest node anomaly rate is loadgenerator at 0.0%.
temporal_graph_rag_evidence_only,mistral-nemo:12b,2,highest_node_anomaly_rate,Which microservice has the highest anomaly rate in the last 15 seconds?,15 seconds,no_positive_evidence,,,False,,False,False,False,False,False,862.084,857.211,232.443,25.795,561.945,1045,19,33.811,2,2,13,15,0,0,0,0,3074,12371,"In 2 RTKG snapshots from 2026-03-26T18:05:30 to 2026-03-26T18:05:45, no node anomalies were found.","In 2 RTKG snapshots from 2026-03-26T18:05:30 to 2026-03-26T18:05:45, no node anomalies were found.",The microservice with the highest node anomaly rate is loadgenerator at 0.0%.
temporal_graph_rag_evidence_only,mistral-nemo:12b,3,highest_node_anomaly_rate,Which microservice has the highest anomaly rate in the last 15 seconds?,15 seconds,no_positive_evidence,,,False,,False,False,False,False,False,864.339,859.48,233.189,26.117,562.75,1045,19,33.763,2,2,13,15,0,0,0,0,3074,12371,"In 2 RTKG snapshots from 2026-03-26T18:05:30 to 2026-03-26T18:05:45, no node anomalies were found.","In 2 RTKG snapshots from 2026-03-26T18:05:30 to 2026-03-26T18:05:45, no node anomalies were found.",The microservice with the highest node anomaly rate is loadgenerator at 0.0%.
temporal_graph_rag_evidence_only,gemma3:12b,1,highest_node_anomaly_rate,Which microservice has the highest anomaly rate in the last 15 seconds?,15 seconds,no_positive_evidence,,,True,,False,True,True,False,False,118972.034,118967.51,116765.216,1633.232,495.426,1129,13,26.24,2,2,13,15,0,0,0,0,3074,12371,"In 2 RTKG snapshots from 2026-03-26T18:05:30 to 2026-03-26T18:05:45, no node anomalies were found.","In 2 RTKG snapshots from 2026-03-26T18:05:30 to 2026-03-26T18:05:45, no node anomalies were found.",No positive candidate was found in the provided RTKG evidence.
temporal_graph_rag_evidence_only,gemma3:12b,2,highest_node_anomaly_rate,Which microservice has the highest anomaly rate in the last 15 seconds?,15 seconds,no_positive_evidence,,,True,,False,True,True,False,False,2653.043,2648.677,588.675,1525.926,518.136,1129,13,25.09,2,2,13,15,0,0,0,0,3074,12371,"In 2 RTKG snapshots from 2026-03-26T18:05:30 to 2026-03-26T18:05:45, no node anomalies were found.","In 2 RTKG snapshots from 2026-03-26T18:05:30 to 2026-03-26T18:05:45, no node anomalies were found.",No positive candidate was found in the provided RTKG evidence.
temporal_graph_rag_evidence_only,gemma3:12b,3,highest_node_anomaly_rate,Which microservice has the highest anomaly rate in the last 15 seconds?,15 seconds,no_positive_evidence,,,True,,False,True,True,False,False,2531.174,2526.941,483.686,1530.86,497.295,1129,13,26.141,2,2,13,15,0,0,0,0,3074,12371,"In 2 RTKG snapshots from 2026-03-26T18:05:30 to 2026-03-26T18:05:45, no node anomalies were found.","In 2 RTKG snapshots from 2026-03-26T18:05:30 to 2026-03-26T18:05:45, no node anomalies were found.",No positive candidate was found in the provided RTKG evidence.
temporal_graph_rag_evidence_only,phi4-mini:latest,1,highest_node_anomaly_rate,Which microservice has the highest anomaly rate in the last 15 seconds?,15 seconds,no_positive_evidence,,,False,,False,False,False,False,False,3507.568,3500.229,2881.111,376.749,194.084,872,15,77.286,2,2,13,15,0,0,0,0,3074,12371,"In 2 RTKG snapshots from 2026-03-26T18:05:30 to 2026-03-26T18:05:45, no node anomalies were found.","In 2 RTKG snapshots from 2026-03-26T18:05:30 to 2026-03-26T18:05:45, no node anomalies were found.",loadgenerator (node_anomaly_rate_percent = 0.0)
temporal_graph_rag_evidence_only,phi4-mini:latest,2,highest_node_anomaly_rate,Which microservice has the highest anomaly rate in the last 15 seconds?,15 seconds,no_positive_evidence,,,False,,False,False,False,False,False,516.161,508.998,253.025,11.724,195.881,872,15,76.577,2,2,13,15,0,0,0,0,3074,12371,"In 2 RTKG snapshots from 2026-03-26T18:05:30 to 2026-03-26T18:05:45, no node anomalies were found.","In 2 RTKG snapshots from 2026-03-26T18:05:30 to 2026-03-26T18:05:45, no node anomalies were found.",loadgenerator (node_anomaly_rate_percent = 0.0)
temporal_graph_rag_evidence_only,phi4-mini:latest,3,highest_node_anomaly_rate,Which microservice has the highest anomaly rate in the last 15 seconds?,15 seconds,no_positive_evidence,,,False,,False,False,False,False,False,515.411,508.062,255.208,10.825,193.622,872,15,77.471,2,2,13,15,0,0,0,0,3074,12371,"In 2 RTKG snapshots from 2026-03-26T18:05:30 to 2026-03-26T18:05:45, no node anomalies were found.","In 2 RTKG snapshots from 2026-03-26T18:05:30 to 2026-03-26T18:05:45, no node anomalies were found.",loadgenerator (node_anomaly_rate_percent = 0.0)
temporal_graph_rag,mistral:latest,1,highest_node_anomaly_rate,Which microservice has the highest anomaly rate in the last 15 seconds?,15 seconds,no_positive_evidence,,,True,,False,True,True,False,False,921.044,918.041,37.88,511.625,358.008,500,17,47.485,2,2,13,15,0,0,0,0,1350,12371,"In 2 RTKG snapshots from 2026-03-26T18:05:30 to 2026-03-26T18:05:45, no node anomalies were found.","In 2 RTKG snapshots from 2026-03-26T18:05:30 to 2026-03-26T18:05:45, no node anomalies were found.",No anomalous or positive candidate was found in the provided RTKG evidence.
temporal_graph_rag,mistral:latest,2,highest_node_anomaly_rate,Which microservice has the highest anomaly rate in the last 15 seconds?,15 seconds,no_positive_evidence,,,True,,False,True,True,False,False,450.4,447.756,50.939,17.494,368.334,500,17,46.154,2,2,13,15,0,0,0,0,1350,12371,"In 2 RTKG snapshots from 2026-03-26T18:05:30 to 2026-03-26T18:05:45, no node anomalies were found.","In 2 RTKG snapshots from 2026-03-26T18:05:30 to 2026-03-26T18:05:45, no node anomalies were found.",No anomalous or positive candidate was found in the provided RTKG evidence.
temporal_graph_rag,mistral:latest,3,highest_node_anomaly_rate,Which microservice has the highest anomaly rate in the last 15 seconds?,15 seconds,no_positive_evidence,,,True,,False,True,True,False,False,420.515,417.85,33.637,17.788,356.0,500,17,47.753,2,2,13,15,0,0,0,0,1350,12371,"In 2 RTKG snapshots from 2026-03-26T18:05:30 to 2026-03-26T18:05:45, no node anomalies were found.","In 2 RTKG snapshots from 2026-03-26T18:05:30 to 2026-03-26T18:05:45, no node anomalies were found.",No anomalous or positive candidate was found in the provided RTKG evidence.
temporal_graph_rag,llama3.1:8b,1,highest_node_anomaly_rate,Which microservice has the highest anomaly rate in the last 15 seconds?,15 seconds,no_positive_evidence,,,True,,False,True,True,False,False,4298.248,4296.303,3599.109,321.558,348.134,381,16,45.959,2,2,13,15,0,0,0,0,1350,12371,"In 2 RTKG snapshots from 2026-03-26T18:05:30 to 2026-03-26T18:05:45, no node anomalies were found.","In 2 RTKG snapshots from 2026-03-26T18:05:30 to 2026-03-26T18:05:45, no node anomalies were found.",No anomalous or positive candidate was found in the provided RTKG evidence.
